,,,,,,PG FL National,,,PGFLNational@perfectgame.org,,,,,,,2023 14U PG Florida State Championship (OPEN),,,May 12 - 14,,,BOOMBAH Sports Complex | Sanford, FL,,,Base Eleven,https://www.perfectgame.org/Events/Tournaments/Teams/?team=532370,,Base Eleven,Orlando, FL,39202,146493,532370,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=39202,,Orlando, FL,2,24,Champion (3) | Runner - up (5) | Third place (16),
,,,,,,PG FL National,,,PGFLNational@perfectgame.org,,,,,,,2023 14U PG Florida State Championship (OPEN),,,May 12 - 14,,,BOOMBAH Sports Complex | Sanford, FL,,,Img Academy 14u,https://www.perfectgame.org/Events/Tournaments/Teams/?team=541540,,IMG Academy (JV),Bradenton, FL,8612,164499,541540,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=8612,,Bradenton, FL,3,4,Champion (4) | Runner - up (0) | Third place (0),
,,,,,,PG FL National,,,PGFLNational@perfectgame.org,,,,,,,2023 14U PG Florida State Championship (OPEN),,,May 12 - 14,,,BOOMBAH Sports Complex | Sanford, FL,,,Kangaroo Court Roos American,https://www.perfectgame.org/Events/Tournaments/Teams/?team=590715,,Kangaroo Court Roos & Top Tier Roos,Oldsmar, FL,17940,149186,590715,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=17940,,Tampa Bay, FL,33,59,Champion (18) | Runner - up (14) | Third place (27),
,,,,,,PG FL National,,,PGFLNational@perfectgame.org,,,,,,,2023 14U PG Florida State Championship (OPEN),,,May 12 - 14,,,BOOMBAH Sports Complex | Sanford, FL,,,Okeeheelee Tide,https://www.perfectgame.org/Events/Tournaments/Teams/?team=545079,,Okeeheelee Baseball Assoc,West Palm Beach, FL,26940,144866,545079,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=26940,,West Palm Beach, FL,1,4,Champion (1) | Runner - up (1) | Third place (2),
,,,,,,PG FL National,,,PGFLNational@perfectgame.org,,,,,,,2023 14U PG Florida State Championship (OPEN),,,May 12 - 14,,,BOOMBAH Sports Complex | Sanford, FL,,,R3 - Olasin,https://www.perfectgame.org/Events/Tournaments/Teams/?team=543455,,R3,Pinellas Park, FL,52575,151224,543455,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=52575,,Clearwater, FL,14,11,Champion (4) | Runner - up (4) | Third place (3),
,,,,,,PG FL National,,,PGFLNational@perfectgame.org,,,,,,,2023 14U PG Florida State Championship (OPEN),,,May 12 - 14,,,BOOMBAH Sports Complex | Sanford, FL,,,SBA FLORIDA 14U,https://www.perfectgame.org/Events/Tournaments/Teams/?team=562177,,SBA (Showcase Baseball Academy),Windermere, FL,6050,167867,562177,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=6050,,Charlotte, NC,68,200,Champion (84) | Runner - up (48) | Third place (68),
,,,,,,PG FL National,,,PGFLNational@perfectgame.org,,,,,,,2023 14U PG Florida State Championship (OPEN),,,May 12 - 14,,,BOOMBAH Sports Complex | Sanford, FL,,,Scorpions 14u,https://www.perfectgame.org/Events/Tournaments/Teams/?team=563727,,Scorpions Baseball,Orlando, FL,136,168405,563727,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=136,,Orlando, FL,41,171,Champion (42) | Runner - up (48) | Third place (81),
,,,,,,PG FL National,,,PGFLNational@perfectgame.org,,,,,,,2023 14U PG Florida State Championship (OPEN),,,May 12 - 14,,,BOOMBAH Sports Complex | Sanford, FL,,,Southern Squeeze 2027 Meredith,https://www.perfectgame.org/Events/Tournaments/Teams/?team=529543,,Southern Squeeze,Orlando, FL,18781,151290,529543,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=18781,,Estero, FL,16,9,Champion (0) | Runner - up (1) | Third place (8),
,,,,,,PG FL National,,,PGFLNational@perfectgame.org,,,,,,,2023 14U PG Florida State Championship (OPEN),,,May 12 - 14,,,BOOMBAH Sports Complex | Sanford, FL,,,TBT SLUGGERS 14,https://www.perfectgame.org/Events/Tournaments/Teams/?team=512250,,Jcs sluggers 14,Naples, FL,54217,149897,512250,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54217,,naples, FL,5,2,Champion (0) | Runner - up (1) | Third place (1),
,,,,,,PG FL National,,,PGFLNational@perfectgame.org,,,,,,,2023 14U PG Florida State Championship (OPEN),,,May 12 - 14,,,BOOMBAH Sports Complex | Sanford, FL,,,Team Orlando 14u,https://www.perfectgame.org/Events/Tournaments/Teams/?team=540192,,Team Orlando,CLERMONT, FL,891,152575,540192,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=891,,Ocoee, FL,7,42,Champion (6) | Runner - up (8) | Third place (28),
,,,,,,PG FL National,,,PGFLNational@perfectgame.org,,,,,,,2023 14U PG Florida State Championship (OPEN),,,May 12 - 14,,,BOOMBAH Sports Complex | Sanford, FL,,,Team Orlando 14u Navy,https://www.perfectgame.org/Events/Tournaments/Teams/?team=540189,,Team Orlando,CLERMONT, FL,891,152573,540189,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=891,,Ocoee, FL,7,42,Champion (6) | Runner - up (8) | Third place (28),
,,,,,,PG FL National,,,PGFLNational@perfectgame.org,,,,,,,2023 14U PG Florida State Championship (OPEN),,,May 12 - 14,,,BOOMBAH Sports Complex | Sanford, FL,,,The Hawks 14u,https://www.perfectgame.org/Events/Tournaments/Teams/?team=542172,,Viera Hawks,Melbourne, FL,14322,148213,542172,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=14322,,Viera, FL,1,5,Champion (1) | Runner - up (1) | Third place (3),
,,,,,,PG FL National,,,PGFLNational@perfectgame.org,,,,,,,2023 14U PG Florida State Championship (OPEN),,,May 12 - 14,,,BOOMBAH Sports Complex | Sanford, FL,,,Upper Deck 2027,https://www.perfectgame.org/Events/Tournaments/Teams/?team=532949,,Upper Deck Travel Ball,Melbourne, FL,17087,149078,532949,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=17087,,Melbourne, FL,4,5,Champion (1) | Runner - up (2) | Third place (2),
,,,,,,PG FL National,,,PGFLNational@perfectgame.org,,,,,,,2023 14U PG Florida State Championship (OPEN),,,May 12 - 14,,,BOOMBAH Sports Complex | Sanford, FL,,,Wow Factor Scout 14u,https://www.perfectgame.org/Events/Tournaments/Teams/?team=588651,,Wow Factor Baseball,Miami, FL,18735,146323,588651,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=18735,,Memphis, TN,171,214,Champion (86) | Runner - up (66) | Third place (62),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 11U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Aquasox,https://www.perfectgame.org/Events/Tournaments/Teams/?team=594864,,AquaSox,Lee's Summit, MO,40441,154963,594864,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=40441,,Greenwood, MO,1,2,Champion (1) | Runner - up (1) | Third place (0),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 11U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Dirtbags,https://www.perfectgame.org/Events/Tournaments/Teams/?team=517190,,Kansas Dirtbags,Silver Lake, KS,57530,161514,517190,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=57530,,Silver Lake, KS,1,2,Champion (1) | Runner - up (0) | Third place (1),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 11U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Omaha Krush- Navy,https://www.perfectgame.org/Events/Tournaments/Teams/?team=550391,,Krush Baseball,Omaha, NE,50653,153325,550391,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=50653,,Omaha, NE,1,1,Champion (0) | Runner - up (1) | Third place (0),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 11U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Strike Zone - 11A,https://www.perfectgame.org/Events/Tournaments/Teams/?team=574018,,Strike Zone,Shawnee, KS,25701,170478,574018,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25701,,Shawnee, KS,11,13,Champion (3) | Runner - up (6) | Third place (4),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 11U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Zarda Dairy Milkmen,https://www.perfectgame.org/Events/Tournaments/Teams/?team=597424,,Zarda Dairy Milkmen Baseball Club,Shawnee, KS,58902,165606,597424,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=58902,,Shawnee, KS,1,3,Champion (2) | Runner - up (1) | Third place (0),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 12U Mid-America Select Series (AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,316 Baseball,https://www.perfectgame.org/Events/Tournaments/Teams/?team=567677,,316 baseball,Wichita, KS,35987,168843,567677,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=35987,,Wichita, KS,10,9,Champion (4) | Runner - up (4) | Third place (1),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 12U Mid-America Select Series (AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Aces 12u,https://www.perfectgame.org/Events/Tournaments/Teams/?team=590753,,Aces 12U,Quinter, KS,61766,172853,590753,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=61766,,Quinter, KS,1,1,Champion (1) | Runner - up (0) | Third place (0),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 12U Mid-America Select Series (AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Building Champions - Smalling,https://www.perfectgame.org/Events/Tournaments/Teams/?team=590287,,Building Champions,Olathe, KS,1239,169343,590287,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=1239,,Raymore, MO,48,89,Champion (24) | Runner - up (33) | Third place (32),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 12U Mid-America Select Series (AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,De Soto Dirt Dawgs,https://www.perfectgame.org/Events/Tournaments/Teams/?team=558421,,De Soto Dirt Dawgs,De Soto, KS,42120,149943,558421,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=42120,,De Soto, KS,1,4,Champion (0) | Runner - up (3) | Third place (1),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 12U Mid-America Select Series (AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Inside Edge - Lininger,https://www.perfectgame.org/Events/Tournaments/Teams/?team=595942,,Inside Edge Baseball Academy,Lee's Summit, MO,17300,174297,595942,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=17300,,Lee's Summit, MO,12,21,Champion (7) | Runner - up (8) | Third place (6),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 12U Mid-America Select Series (AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Nationals,https://www.perfectgame.org/Events/Tournaments/Teams/?team=572309,,TNT - Shoop,Kansas City, KS,60601,170106,572309,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=60601,,Kansas City, KS,1,2,Champion (1) | Runner - up (1) | Third place (0),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 12U Mid-America Select Series (AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Nba Marucci - Wilcox,https://www.perfectgame.org/Events/Tournaments/Teams/?team=575167,,Natural Baseball Academy,Overland Park, KS,36262,170765,575167,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=36262,,Olathe, KS,25,40,Champion (12) | Runner - up (16) | Third place (12),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 12U Mid-America Select Series (AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Prime 27:17 - Shields,https://www.perfectgame.org/Events/Tournaments/Teams/?team=588032,,Prime Baseball,LEAWOOD, KS,38889,156413,588032,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=38889,,Overland Park, KS,11,46,Champion (16) | Runner - up (18) | Third place (12),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 12U Mid-America Select Series (AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Prime 27:17 Croucher,https://www.perfectgame.org/Events/Tournaments/Teams/?team=565203,,Prime Baseball,Olathe, KS,38889,156863,565203,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=38889,,Overland Park, KS,11,46,Champion (16) | Runner - up (18) | Third place (12),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 12U Mid-America Select Series (AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Team Kc 11u,https://www.perfectgame.org/Events/Tournaments/Teams/?team=595056,,Team KC,Shawnee, KS,22865,153260,595056,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=22865,,Kansas City, MO,12,7,Champion (5) | Runner - up (1) | Third place (1),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 13U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Aba 13u Abrams,https://www.perfectgame.org/Events/Tournaments/Teams/?team=569760,,Advanced Baseball Academy,Overland Park, KS,5922,152004,569760,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=5922,,Overland Park, KS,22,14,Champion (6) | Runner - up (2) | Third place (6),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 13U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Building Champions,https://www.perfectgame.org/Events/Tournaments/Teams/?team=518193,,Building Champions,Olathe, KS,1239,161740,518193,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=1239,,Raymore, MO,48,89,Champion (24) | Runner - up (33) | Third place (32),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 13U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Crusaders,https://www.perfectgame.org/Events/Tournaments/Teams/?team=593234,,Linder,Overland Park, KS,57046,159934,593234,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=57046,,Olathe, KS,1,1,Champion (0) | Runner - up (0) | Third place (1),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 13U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Emporia Reds,https://www.perfectgame.org/Events/Tournaments/Teams/?team=586665,,Emporia Reds,Emporia, KS,38420,166019,586665,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=38420,,Emporia, KS,1,5,Champion (2) | Runner - up (2) | Third place (1),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 13U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Goon Squad 13u,https://www.perfectgame.org/Events/Tournaments/Teams/?team=589858,,KC Sliders,Kansas City, KS,41164,150519,589858,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=41164,,Kansas City, KS,1,3,Champion (0) | Runner - up (2) | Third place (1),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 13U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Lawrence Knights,https://www.perfectgame.org/Events/Tournaments/Teams/?team=589760,,Knights,Lawrence , KS,50586,167471,589760,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=50586,,Lawrence, KS,1,3,Champion (2) | Runner - up (1) | Third place (0),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 13U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Midwest Maniax,https://www.perfectgame.org/Events/Tournaments/Teams/?team=595617,,Midwest Maniax,St.Joseph, MO,40378,165907,595617,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=40378,,Highland, KS,1,4,Champion (1) | Runner - up (1) | Third place (2),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 13U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Precision Baseball - Madsen,https://www.perfectgame.org/Events/Tournaments/Teams/?team=552736,,Precision Baseball,Lenexa, KS,17799,149539,552736,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=17799,,Lenexa, KS,20,16,Champion (5) | Runner - up (3) | Third place (8),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 13U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Storm Kirwan,https://www.perfectgame.org/Events/Tournaments/Teams/?team=594861,,Platinum Realty,Kansas City, MO,44026,155818,594861,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=44026,,Kansas City, MO,1,4,Champion (1) | Runner - up (1) | Third place (2),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 13U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Strike Zone- 13u,https://www.perfectgame.org/Events/Tournaments/Teams/?team=574025,,Strike Zone,Shawnee, KS,25701,155990,574025,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25701,,Shawnee, KS,11,13,Champion (3) | Runner - up (6) | Third place (4),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 14U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,515 Select Rippers,https://www.perfectgame.org/Events/Tournaments/Teams/?team=564049,,515 Select Baseball Club,Altoona, IA,59687,167655,564049,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=59687,,Altoona, IA,1,1,Champion (1) | Runner - up (0) | Third place (0),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 14U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,643KC Grey 14,https://www.perfectgame.org/Events/Tournaments/Teams/?team=598691,,643KC,Blue Springs , MO,36210,151943,598691,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=36210,,Blue Springs, MO,20,29,Champion (8) | Runner - up (9) | Third place (12),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 14U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Lawrence Angels,https://www.perfectgame.org/Events/Tournaments/Teams/?team=556282,,Lawrence Angels,Lawrence, KS,38993,167054,556282,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=38993,,Lawrence, KS,1,1,Champion (0) | Runner - up (0) | Third place (1),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 14U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Mbc 14u Royal,https://www.perfectgame.org/Events/Tournaments/Teams/?team=570598,,Macaws Baseball Club,Lenexa, KS,54695,152218,570598,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54695,,Lenexa, KS,5,4,Champion (1) | Runner - up (1) | Third place (2),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 14U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,Velocity Academy 14u,https://www.perfectgame.org/Events/Tournaments/Teams/?team=519225,,Velocity Academy,Belton, MO,36516,161843,519225,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=36516,,Belton, MO,6,14,Champion (3) | Runner - up (3) | Third place (8),
,,,,,,Perfect Game Midwest,,,PGMWBaseball@perfectgame.org,,,,,,,2023 14U Mid-America Select Series (A/AA),,,May 12 - 14,,,Mid-America Sports Complex | Shawnee, KS,,,YBC - Wolfpack,https://www.perfectgame.org/Events/Tournaments/Teams/?team=519321,,Yard Baseball Club,Grain Valley, MO,35179,161779,519321,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=35179,,Grain Valley, MO,12,10,Champion (6) | Runner - up (2) | Third place (2),
,,,,,,East Coast,,,ecpg@perfectgame.org,,,,,,,2023 10U PG Central PA Spring Elite Championship (OPEN),,,May 12 - 14,,,In The Net | Palmyra, PA,,,Breaker Boys Bseball,https://www.perfectgame.org/Events/Tournaments/Teams/?team=540744,,Schuylkill County Breaker Boys Baseball,Ringtown, PA,58414,164360,540744,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=58414,,Ringtown, PA,1,1,Champion (0) | Runner - up (1) | Third place (0),
,,,,,,East Coast,,,ecpg@perfectgame.org,,,,,,,2023 10U PG Central PA Spring Elite Championship (OPEN),,,May 12 - 14,,,In The Net | Palmyra, PA,,,Dust Devils,https://www.perfectgame.org/Events/Tournaments/Teams/?team=503638,,Dust Devils Baseball,Landenberg, PA,32394,159017,503638,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=32394,,Landenberg, PA,2,4,Champion (0) | Runner - up (1) | Third place (3),
,,,,,,East Coast,,,ecpg@perfectgame.org,,,,,,,2023 10U PG Central PA Spring Elite Championship (OPEN),,,May 12 - 14,,,In The Net | Palmyra, PA,,,Fb Braves 10u White,https://www.perfectgame.org/Events/Tournaments/Teams/?team=574148,,Flores Baseball Training,West Orange, NJ,27784,165113,574148,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=27784,,Fairfield, NJ,15,43,Champion (16) | Runner - up (10) | Third place (17),
,,,,,,East Coast,,,ecpg@perfectgame.org,,,,,,,2023 10U PG Central PA Spring Elite Championship (OPEN),,,May 12 - 14,,,In The Net | Palmyra, PA,,,Mid Atlantic shockers,https://www.perfectgame.org/Events/Tournaments/Teams/?team=544110,,Mid Atlantic Shockers,Whaleyville , MD,11228,164897,544110,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=11228,,Berlin, MD,1,5,Champion (2) | Runner - up (2) | Third place (1),
